Problem,Step,Track,V1
j.rnd_p1mdoubled,9,ES.rho,3000
j.rnd_p1mdoubled,9,ES.Cmax,3000
j.rnd_p1mdoubled,10,SPT,2835
j.rnd_p1mdoubled,10,LPT,2832
j.rnd_p1mdoubled,10,LWR,2500
j.rnd_p1mdoubled,10,MWR,3000
j.rnd_p1mdoubled,10,RND,2961
j.rnd_p1mdoubled,10,OPT,2987
j.rnd_p1mdoubled,10,ES.rho,3000
j.rnd_p1mdoubled,10,ES.Cmax,3000
j.rnd_p1mdoubled,11,SPT,2787
j.rnd_p1mdoubled,11,LPT,2744
j.rnd_p1mdoubled,11,LWR,2000
j.rnd_p1mdoubled,11,MWR,2999
j.rnd_p1mdoubled,11,RND,2947
j.rnd_p1mdoubled,11,OPT,2979
j.rnd_p1mdoubled,11,ES.rho,3000
j.rnd_p1mdoubled,11,ES.Cmax,3000
j.rnd_p1mdoubled,12,SPT,2718
j.rnd_p1mdoubled,12,LPT,2672
j.rnd_p1mdoubled,12,LWR,2000
j.rnd_p1mdoubled,12,MWR,2993
j.rnd_p1mdoubled,12,RND,2918
j.rnd_p1mdoubled,12,OPT,2961
j.rnd_p1mdoubled,12,ES.rho,2999
j.rnd_p1mdoubled,12,ES.Cmax,3000
j.rnd_p1mdoubled,13,SPT,2639
j.rnd_p1mdoubled,13,LPT,2602
j.rnd_p1mdoubled,13,LWR,2000
j.rnd_p1mdoubled,13,MWR,2990
j.rnd_p1mdoubled,13,RND,2880
j.rnd_p1mdoubled,13,OPT,2937
j.rnd_p1mdoubled,13,ES.rho,2999
j.rnd_p1mdoubled,13,ES.Cmax,2998
j.rnd_p1mdoubled,14,SPT,2547
j.rnd_p1mdoubled,14,LPT,2506
j.rnd_p1mdoubled,14,LWR,2000
j.rnd_p1mdoubled,14,MWR,2986
j.rnd_p1mdoubled,14,RND,2839
j.rnd_p1mdoubled,14,OPT,2905
j.rnd_p1mdoubled,14,ES.rho,2998
j.rnd_p1mdoubled,14,ES.Cmax,2991
j.rnd_p1mdoubled,15,SPT,2448
j.rnd_p1mdoubled,15,LPT,2397
j.rnd_p1mdoubled,15,LWR,2000
j.rnd_p1mdoubled,15,MWR,2969
j.rnd_p1mdoubled,15,RND,2782
j.rnd_p1mdoubled,15,OPT,2874
j.rnd_p1mdoubled,15,ES.rho,2988
j.rnd_p1mdoubled,15,ES.Cmax,2989
j.rnd_p1mdoubled,16,SPT,2360
j.rnd_p1mdoubled,16,LPT,2298
j.rnd_p1mdoubled,16,LWR,1500
j.rnd_p1mdoubled,16,MWR,2955
j.rnd_p1mdoubled,16,RND,2721
j.rnd_p1mdoubled,16,OPT,2819
j.rnd_p1mdoubled,16,ES.rho,2986
j.rnd_p1mdoubled,16,ES.Cmax,2982
j.rnd_p1mdoubled,17,SPT,2262
j.rnd_p1mdoubled,17,LPT,2186
j.rnd_p1mdoubled,17,LWR,1500
j.rnd_p1mdoubled,17,MWR,2937
j.rnd_p1mdoubled,17,RND,2661
j.rnd_p1mdoubled,17,OPT,2767
j.rnd_p1mdoubled,17,ES.rho,2976
j.rnd_p1mdoubled,17,ES.Cmax,2969
j.rnd_p1mdoubled,18,SPT,2146
j.rnd_p1mdoubled,18,LPT,2063
j.rnd_p1mdoubled,18,LWR,1500
j.rnd_p1mdoubled,18,MWR,2903
j.rnd_p1mdoubled,18,RND,2561
j.rnd_p1mdoubled,18,OPT,2698
j.rnd_p1mdoubled,18,ES.rho,2957
j.rnd_p1mdoubled,18,ES.Cmax,2935
j.rnd_p1mdoubled,19,SPT,2019
j.rnd_p1mdoubled,19,LPT,1959
j.rnd_p1mdoubled,19,LWR,1500
j.rnd_p1mdoubled,19,MWR,2860
j.rnd_p1mdoubled,19,RND,2462
j.rnd_p1mdoubled,19,OPT,2619
j.rnd_p1mdoubled,19,ES.rho,2928
j.rnd_p1mdoubled,19,ES.Cmax,2895
j.rnd_p1mdoubled,20,SPT,1904
j.rnd_p1mdoubled,20,LPT,1832
j.rnd_p1mdoubled,20,LWR,1500
j.rnd_p1mdoubled,20,MWR,2820
j.rnd_p1mdoubled,20,RND,2361
j.rnd_p1mdoubled,20,OPT,2523
j.rnd_p1mdoubled,20,ES.rho,2884
j.rnd_p1mdoubled,20,ES.Cmax,2837
j.rnd_p1mdoubled,21,SPT,1765
j.rnd_p1mdoubled,21,LPT,1703
j.rnd_p1mdoubled,21,LWR,1000
j.rnd_p1mdoubled,21,MWR,2760
j.rnd_p1mdoubled,21,RND,2240
j.rnd_p1mdoubled,21,OPT,2418
j.rnd_p1mdoubled,21,ES.rho,2829
j.rnd_p1mdoubled,21,ES.Cmax,2754
j.rnd_p1mdoubled,22,SPT,1638
j.rnd_p1mdoubled,22,LPT,1554
j.rnd_p1mdoubled,22,LWR,1000
j.rnd_p1mdoubled,22,MWR,2680
j.rnd_p1mdoubled,22,RND,2092
j.rnd_p1mdoubled,22,OPT,2289
j.rnd_p1mdoubled,22,ES.rho,2720
j.rnd_p1mdoubled,22,ES.Cmax,2625
j.rnd_p1mdoubled,23,SPT,1485
j.rnd_p1mdoubled,23,LPT,1411
j.rnd_p1mdoubled,23,LWR,1000
j.rnd_p1mdoubled,23,MWR,2565
j.rnd_p1mdoubled,23,RND,1949
j.rnd_p1mdoubled,23,OPT,2143
j.rnd_p1mdoubled,23,ES.rho,2591
j.rnd_p1mdoubled,23,ES.Cmax,2469
j.rnd_p1mdoubled,24,SPT,1339
j.rnd_p1mdoubled,24,LPT,1288
j.rnd_p1mdoubled,24,LWR,1000
j.rnd_p1mdoubled,24,MWR,2397
j.rnd_p1mdoubled,24,RND,1781
j.rnd_p1mdoubled,24,OPT,1987
j.rnd_p1mdoubled,24,ES.rho,2407
j.rnd_p1mdoubled,24,ES.Cmax,2296
j.rnd_p1mdoubled,25,SPT,1208
j.rnd_p1mdoubled,25,LPT,1171
j.rnd_p1mdoubled,25,LWR,1000
j.rnd_p1mdoubled,25,MWR,2199
j.rnd_p1mdoubled,25,RND,1582
j.rnd_p1mdoubled,25,OPT,1808
j.rnd_p1mdoubled,25,ES.rho,2182
j.rnd_p1mdoubled,25,ES.Cmax,2092
j.rnd_p1mdoubled,26,SPT,1012
j.rnd_p1mdoubled,26,LPT,978
j.rnd_p1mdoubled,26,LWR,500
j.rnd_p1mdoubled,26,MWR,1935
j.rnd_p1mdoubled,26,RND,1397
j.rnd_p1mdoubled,26,OPT,1604
j.rnd_p1mdoubled,26,ES.rho,1932
j.rnd_p1mdoubled,26,ES.Cmax,1852
j.rnd_p1mdoubled,27,SPT,864
j.rnd_p1mdoubled,27,LPT,814
j.rnd_p1mdoubled,27,LWR,500
j.rnd_p1mdoubled,27,MWR,1638
j.rnd_p1mdoubled,27,RND,1185
j.rnd_p1mdoubled,27,OPT,1371
j.rnd_p1mdoubled,27,ES.rho,1627
j.rnd_p1mdoubled,27,ES.Cmax,1586
j.rnd_p1mdoubled,28,SPT,715
j.rnd_p1mdoubled,28,LPT,698
j.rnd_p1mdoubled,28,LWR,500
j.rnd_p1mdoubled,28,MWR,1302
j.rnd_p1mdoubled,28,RND,945
j.rnd_p1mdoubled,28,OPT,1106
j.rnd_p1mdoubled,28,ES.rho,1277
j.rnd_p1mdoubled,28,ES.Cmax,1246
j.rnd_p1mdoubled,29,SPT,599
j.rnd_p1mdoubled,29,LPT,595
j.rnd_p1mdoubled,29,LWR,500
j.rnd_p1mdoubled,29,MWR,939
j.rnd_p1mdoubled,29,RND,725
j.rnd_p1mdoubled,29,OPT,825
j.rnd_p1mdoubled,29,ES.rho,893
j.rnd_p1mdoubled,29,ES.Cmax,887
j.rnd_p1mdoubled,30,SPT,500
j.rnd_p1mdoubled,30,LPT,500
j.rnd_p1mdoubled,30,LWR,500
j.rnd_p1mdoubled,30,MWR,500
j.rnd_p1mdoubled,30,RND,500
j.rnd_p1mdoubled,30,OPT,500
j.rnd_p1mdoubled,30,ES.rho,500
j.rnd_p1mdoubled,30,ES.Cmax,500
